Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species	Notes
681	Spectrogram 1	1	299.651858350	299.746076900	0.000	711.290	Green Frog	
682	Spectrogram 1	1	299.866319118	299.913428393	3279.839	4623.387	REVI	
683	Spectrogram 1	1	300.070247488	300.246287411	1106.452	1778.226	RBWO	
684	Spectrogram 1	1	301.399224934	301.466169693	79.032	750.806	Green Frog	
685	Spectrogram 1	1	301.334759610	301.642209616	4070.161	4623.387	EWPE	
686	Spectrogram 1	1	302.682937649	302.774676764	3556.452	6283.065	SOSP	
687	Spectrogram 1	1	304.667715677	304.801605195	3833.065	6243.548	COYE	
688	Spectrogram 1	1	305.912987325	305.972493777	118.548	1066.935	Green Frog	
689	Spectrogram 1	1	306.153492571	306.381600640	4109.677	4741.935	EWPE	
690	Spectrogram 1	1	306.513625091	306.620240819	2252.419	3516.935	REVI	
691	Spectrogram 1	1	307.418619061	307.468207772	2133.871	2647.581	SOSP	
692	Spectrogram 1	1	306.910334777	307.051662602	1462.097	2173.387	RBWO	
693	Spectrogram 1	1	307.704983460	307.819037494	3082.258	4504.839	COYE	
694	Spectrogram 1	1	308.673192918	308.730219935	2805.645	3951.613	REVI	
695	Spectrogram 1	1	309.032711071	309.203792122	2291.935	4188.710	REVI	
696	Spectrogram 1	1	309.771582860	309.863321974	3240.323	4228.226	REVI	
697	Spectrogram 1	1	310.995788546	311.238773228	3635.484	4149.194	BCCH	
698	Spectrogram 1	1	311.655318398	311.722263157	118.548	908.871	Green Frog	
699	Spectrogram 1	1	311.759454690	311.866070418	158.065	1027.419	Green Frog	
700	Spectrogram 1	1	313.459712575	313.615917014	3872.581	6164.516	COYE	
701	Spectrogram 1	1	315.447584982	315.502132564	3714.516	6125.000	SOSP	
702	Spectrogram 1	1	315.948430960	316.166621287	3793.548	4504.839	EWPE	
703	Spectrogram 1	1	318.348504322	318.422887388	2133.871	2647.581	SOSP	
704	Spectrogram 1	1	318.461308521	318.572883120	7626.613	9128.226	TUTI	
705	Spectrogram 1	1	319.083646840	319.125797244	3358.871	5650.806	EAPH	
706	Spectrogram 1	1	322.070731479	322.125279061	79.032	908.871	Green Frog	
707	Spectrogram 1	1	322.907530854	323.053817551	3872.581	6125.000	COYE	
708	Spectrogram 1	1	324.980319014	325.171235550	3003.226	3991.129	EWPE	
709	Spectrogram 1	1	325.758861771	325.972093227	987.903	1896.774	RBWO	
710	Spectrogram 1	1	326.164239363	326.248540172	2133.871	2647.581	SOSP	
711	Spectrogram 1	1	325.918775246	326.003076054	7508.065	8693.548	TUTI	
712	Spectrogram 1	1	327.169640355	327.219229066	3754.032	5887.903	EAPH	
713	Spectrogram 1	1	328.030004485	328.101908116	3398.387	6006.452	SOSP	
714	Spectrogram 1	1	331.055510834	331.147249949	2094.355	3477.419	REVI	
715	Spectrogram 1	1	331.643751711	331.733011391	39.516	829.839	Green Frog	
716	Spectrogram 1	1	332.057817445	332.124762205	3754.032	4149.194	BCCH	
717	Spectrogram 1	1	332.223939626	332.370226323	2252.419	3477.419	REVI	
718	Spectrogram 1	1	333.301244248	333.435133767	2331.452	3042.742	REVI	
719	Spectrogram 1	1	333.373147879	333.502078526	4188.710	6243.548	COYE	
720	Spectrogram 1	1	334.797573475	334.926504123	2410.484	3200.806	REVI	
721	Spectrogram 1	1	335.532715994	335.639331721	4070.161	4662.903	SOSP	
722	Spectrogram 1	1	335.649249464	335.708755916	3121.774	4070.161	OVEN	
723	Spectrogram 1	1	336.054012112	336.182942759	2054.839	3042.742	REVI	
724	Spectrogram 1	1	336.361462118	336.512707685	6796.774	9207.258	TUTI	
725	Spectrogram 1	1	337.707795613	337.834246825	8100.806	9562.903	TUTI	
726	Spectrogram 1	1	337.390427864	337.539193996	2410.484	3635.484	REVI	
727	Spectrogram 1	1	336.753212932	336.832554869	79.032	908.871	Green Frog	
728	Spectrogram 1	1	338.212350626	338.353678452	2845.161	4623.387	COYE	
729	Spectrogram 1	1	338.838397981	338.977246371	908.871	1541.129	Chicken	
730	Spectrogram 1	1	339.158245165	339.951664536	5334.677	5729.839	SOSP	
731	Spectrogram 1	1	339.507845575	339.587187512	7231.452	8970.161	TUTI	
732	Spectrogram 1	1	339.797939533	339.902075825	7666.129	9128.226	TUTI	
733	Spectrogram 1	1	340.510767131	340.691765925	2133.871	3437.903	REVI	
734	Spectrogram 1	1	340.240508658	340.513246567	3833.065	4307.258	EWPE	
735	Spectrogram 1	1	341.552130055	341.614115944	2924.194	4781.452	AGOL	
736	Spectrogram 1	1	342.257519347	342.354217333	2094.355	2687.097	REVI	
737	Spectrogram 1	1	343.612520749	343.691862686	2212.903	3319.355	REVI	
738	Spectrogram 1	1	343.939806239	344.078654629	3872.581	6125.000	COYE	
739	Spectrogram 1	1	345.401423369	345.458450386	4820.968	5334.677	SOSP	
740	Spectrogram 1	1	347.781661534	347.858524036	2212.903	3714.516	REVI	
741	Spectrogram 1	1	348.302342997	348.389123240	2331.452	3635.484	REVI	
742	Spectrogram 1	1	349.578002461	349.716850851	4109.677	6520.161	COYE	
743	Spectrogram 1	1	349.995777231	350.151981670	2370.968	3319.355	REVI	
744	Spectrogram 1	1	351.502639145	351.591898824	118.548	750.806	Green Frog	
745	Spectrogram 1	1	351.777856489	351.896869395	79.032	908.871	Green Frog	
746	Spectrogram 1	1	351.943978670	352.137374641	3675.000	4465.323	EWPE	
747	Spectrogram 1	1	352.874996595	353.021283292	2608.065	4820.968	REVI	
748	Spectrogram 1	1	354.094878878	354.236206703	4030.645	6480.645	COYE	
749	Spectrogram 1	1	355.184580677	355.251525437	2094.355	2608.065	SOSP	
750	Spectrogram 1	1	355.912284889	355.981709084	7547.581	9286.290	TUTI	
751	Spectrogram 1	1	356.137913522	356.199899411	3635.484	4662.903	AMRO	
752	Spectrogram 1	1	357.256138948	357.315645401	3714.516	6045.968	SOSP	
753	Spectrogram 1	1	359.679142462	360.013866259	39.516	474.194	Bullfrog	
754	Spectrogram 1	1	360.770709041	360.899639689	2766.129	4662.903	COYE	
755	Spectrogram 1	1	361.133321285	361.234978142	2331.452	3121.774	BLJA	
756	Spectrogram 1	1	361.279607982	361.361429354	2608.065	3358.871	BLJA	
757	Spectrogram 1	1	361.515154357	361.663920489	1857.258	3003.226	BLJA	
758	Spectrogram 1	1	361.058938219	361.406059194	39.516	434.677	Bullfrog	
759	Spectrogram 1	1	361.857931405	361.962067698	2212.903	3082.258	BLJA	
760	Spectrogram 1	1	362.381092303	362.601762065	79.032	474.194	Bullfrog	
761	Spectrogram 1	1	362.205052380	362.333983028	39.516	434.677	Bullfrog	
762	Spectrogram 1	1	363.640010663	363.865639297	0.000	395.161	Bullfrog	
763	Spectrogram 1	1	363.250739284	363.325122350	2133.871	3082.258	REVI	
764	Spectrogram 1	1	363.330081221	363.463970740	3793.548	6836.290	COYE	
765	Spectrogram 1	1	364.949767281	365.279532207	0.000	553.226	Bullfrog	
766	Spectrogram 1	1	365.465489872	365.534914067	2054.839	2608.065	SOSP	
767	Spectrogram 1	1	366.284933198	366.418822717	2924.194	3754.032	TUTI	
768	Spectrogram 1	1	366.277494892	366.594862640	0.000	513.710	Bullfrog	
769	Spectrogram 1	1	367.667208391	367.724235408	2805.645	3991.129	REVI	
770	Spectrogram 1	1	367.639934600	367.982096704	0.000	592.742	Bullfrog	
771	Spectrogram 1	1	368.373212627	368.422801338	2963.710	3872.581	SOSP	
772	Spectrogram 1	1	369.109604981	369.231097322	2133.871	2924.194	TUTI	
773	Spectrogram 1	1	369.736902171	370.009640079	3161.290	3754.032	BCCH	
774	Spectrogram 1	1	369.394740067	369.736902171	0.000	592.742	Bullfrog	
775	Spectrogram 1	1	370.154676941	370.248895491	1936.290	4188.710	REVI	
776	Spectrogram 1	1	371.528898882	371.625596868	2529.032	3714.516	REVI	
777	Spectrogram 1	1	370.790027093	370.975984758	0.000	513.710	Bullfrog	
778	Spectrogram 1	1	371.610720255	371.876019857	39.516	434.677	Bullfrog	
779	Spectrogram 1	1	372.556614793	372.784722863	0.000	553.226	Bullfrog	
780	Spectrogram 1	1	373.065513734	373.169650026	2924.194	3912.097	EWPE	
781	Spectrogram 1	1	373.806864958	373.928357300	3912.097	6283.065	COYE	
782	Spectrogram 1	1	375.941639006	376.048254734	3200.806	3714.516	BCCH	
783	Spectrogram 1	1	376.090405138	376.182144253	4188.710	4583.871	SOSP	
784	Spectrogram 1	1	376.425128935	376.596209987	2094.355	3082.258	TUTI	
785	Spectrogram 1	1	377.036299677	377.105723872	2015.323	2687.097	SOSP	
786	Spectrogram 1	1	377.041258548	377.217298471	5097.581	8179.839	BHCO	
787	Spectrogram 1	1	376.661904911	376.778438381	118.548	987.903	Green Frog	
788	Spectrogram 1	1	377.318955328	377.571857752	39.516	632.258	Bullfrog	
789	Spectrogram 1	1	378.535108340	378.602053099	2529.032	3042.742	REVI	
790	Spectrogram 1	1	378.919420847	379.301253919	3912.097	4386.290	EWPE	
791	Spectrogram 1	1	380.132479479	380.219259723	39.516	750.806	Green Frog	
792	Spectrogram 1	1	379.735769794	379.857262135	2489.516	3437.903	TUTI	
793	Spectrogram 1	1	380.128750209	380.406446988	3754.032	4267.742	BCCH	
794	Spectrogram 1	1	380.562651427	380.612240138	5295.161	7191.935	NOCA	
795	Spectrogram 1	1	381.820954843	381.902776215	2568.548	3714.516	REVI	
796	Spectrogram 1	1	382.363951225	382.448252033	0.000	829.839	Green Frog	
797	Spectrogram 1	1	383.843539347	383.984867173	3793.548	6678.226	COYE	
798	Spectrogram 1	1	384.389015165	384.455959924	0.000	908.871	Green Frog	
799	Spectrogram 1	1	385.709919125	385.925630016	2291.935	4070.161	VEER	
800	Spectrogram 1	1	386.702307995	386.759335012	39.516	829.839	Green Frog	
801	Spectrogram 1	1	387.105206151	387.234136799	3437.903	3833.065	REVI	
802	Spectrogram 1	1	388.300294079	388.597826343	3200.806	3872.581	EWPE	
803	Spectrogram 1	1	388.947426753	389.168096515	3675.000	4346.774	EWPE	
804	Spectrogram 1	1	388.620141262	388.746592475	7745.161	8733.065	TUTI	
805	Spectrogram 1	1	388.823454976	388.890399736	7626.613	8614.516	TUTI	
806	Spectrogram 1	1	389.504049913	389.608186205	2291.935	3042.742	TUTI	
807	Spectrogram 1	1	390.117700090	390.177206543	1383.065	2410.484	Green Frog	
808	Spectrogram 1	1	391.620852679	391.732427278	2805.645	4346.774	COYE	
809	Spectrogram 1	1	392.152066539	392.333065333	2687.097	3516.935	VEER	
810	Spectrogram 1	1	392.223970170	392.390092351	7903.226	9049.194	TUTI	
811	Spectrogram 1	1	392.415501362	392.705595320	4623.387	5018.548	BHCO	
812	Spectrogram 1	1	392.993824497	393.090522483	2173.387	2884.677	TUTI	
813	Spectrogram 1	1	393.893859596	393.958324920	0.000	987.903	Green Frog	
814	Spectrogram 1	1	394.244074662	394.375484746	3991.129	6441.129	COYE	
815	Spectrogram 1	1	395.395762350	395.480063159	79.032	790.323	Green Frog	
816	Spectrogram 1	1	396.522655683	396.902009320	4623.387	5018.548	BHCO	
817	Spectrogram 1	1	397.117720211	397.256568601	5097.581	7587.097	BHCO	
818	Spectrogram 1	1	396.963370992	397.045192364	2450.000	3121.774	REVI	
819	Spectrogram 1	1	398.118787950	398.180773839	0.000	790.323	Green Frog	
820	Spectrogram 1	1	397.754310927	397.848529477	2252.419	3042.742	TUTI	
821	Spectrogram 1	1	398.298536909	398.385317153	79.032	790.323	Green Frog	
822	Spectrogram 1	1	399.030585336	399.157036548	3477.419	4386.290	EWPE	
823	Spectrogram 1	1	399.181830903	399.223981307	2252.419	3161.290	REVI	
824	Spectrogram 1	1	399.690115188	399.992606323	3675.000	4425.806	EWPE	
825	Spectrogram 1	1	399.630608735	399.660361961	6322.581	7429.032	BCCH	
826	Spectrogram 1	1	400.509558514	400.554188354	2726.613	3635.484	REVI	
827	Spectrogram 1	1	401.088496594	401.157920789	2450.000	3003.226	TUTI	
828	Spectrogram 1	1	402.398253212	402.480074584	2133.871	3556.452	REVI	
829	Spectrogram 1	1	403.194152018	403.253658471	1580.645	2252.419	Green Frog	
830	Spectrogram 1	1	403.262326378	403.383818719	4070.161	6441.129	COYE	
831	Spectrogram 1	1	404.271456640	404.410305030	3793.548	6480.645	COYE	
832	Spectrogram 1	1	404.159882041	404.268977204	2212.903	2845.161	TUTI	
833	Spectrogram 1	1	406.041138720	406.113042351	79.032	513.710	Green Frog	
834	Spectrogram 1	1	407.086210680	407.257291732	2054.839	3121.774	TUTI	
835	Spectrogram 1	1	407.272168345	407.353989718	2568.548	4070.161	REVI	
836	Spectrogram 1	1	408.737504628	408.856517534	2687.097	3833.065	VEER	
837	Spectrogram 1	1	408.292445950	408.575101601	3793.548	4346.774	EWPE	
838	Spectrogram 1	1	407.742011261	407.823832634	79.032	908.871	Green Frog	
839	Spectrogram 1	1	409.786295741	409.880514292	2133.871	3595.968	REVI	
841	Spectrogram 1	1	410.319364336	410.383829660	158.065	711.290	Green Frog	
842	Spectrogram 1	1	410.734044726	410.833222148	2291.935	4307.258	REVI	
843	Spectrogram 1	1	411.639038696	411.743174989	2331.452	3082.258	TUTI	
844	Spectrogram 1	1	411.862187894	411.939050396	2529.032	3793.548	REVI	
845	Spectrogram 1	1	413.208501154	413.322555189	2450.000	4386.290	REVI	
846	Spectrogram 1	1	414.133330608	414.190357625	2173.387	3477.419	REVI	
847	Spectrogram 1	1	414.848637642	414.952773934	2133.871	2884.677	TUTI	
848	Spectrogram 1	1	415.297415474	415.421387250	3991.129	6599.194	TUTI	
849	Spectrogram 1	1	416.669772924	416.734238248	0.000	948.387	Green Frog	
850	Spectrogram 1	1	418.220649733	418.354539252	2489.516	3754.032	REVI	
851	Spectrogram 1	1	418.746290066	418.842988052	2252.419	2726.613	GCFL	
852	Spectrogram 1	1	419.345063630	419.588048312	3793.548	4307.258	EWPE	
853	Spectrogram 1	1	419.161585401	419.208694676	6283.065	7231.452	NOCA	
854	Spectrogram 1	1	419.558295086	419.702102347	2173.387	3042.742	TUTI	
855	Spectrogram 1	1	420.174424699	420.271122684	2924.194	4070.161	VEER	
856	Spectrogram 1	1	420.898419874	421.014953344	2805.645	4504.839	COYE	
857	Spectrogram 1	1	422.025928151	422.102790653	2450.000	3398.387	REVI	
858	Spectrogram 1	1	422.908607201	422.992908009	2450.000	4070.161	REVI	
859	Spectrogram 1	1	423.948720290	424.216499328	3793.548	4307.258	EWPE	
860	Spectrogram 1	1	424.437783746	424.492331328	6480.645	7073.387	NOCA	
861	Spectrogram 1	1	424.837587523	424.936764945	2450.000	3240.323	VEER	
862	Spectrogram 1	1	425.551664957	425.668198427	3595.968	6283.065	COYE	
863	Spectrogram 1	1	425.809526253	425.893827061	2331.452	3042.742	TUTI	
864	Spectrogram 1	1	426.199412287	426.278754224	158.065	750.806	Green Frog	
865	Spectrogram 1	1	428.610018047	428.699277726	3398.387	4504.839	REVI	
866	Spectrogram 1	1	428.329841832	428.367033365	6243.548	7112.903	NOCA	
867	Spectrogram 1	1	429.855309341	429.927212972	3240.323	4070.161	REVI	
868	Spectrogram 1	1	430.284251688	430.395826287	2924.194	3991.129	VEER	
869	Spectrogram 1	1	431.170639774	431.299570422	1975.806	3042.742	TUTI	
870	Spectrogram 1	1	432.028524469	432.088030922	3477.419	5571.774	SOSP	
871	Spectrogram 1	1	432.467999214	432.539902845	237.097	1145.968	Green Frog	
872	Spectrogram 1	1	434.178174842	434.259996214	2015.323	3200.806	REVI	
873	Spectrogram 1	1	435.640406916	435.759419821	3912.097	6125.000	COYE	
874	Spectrogram 1	1	436.530524272	436.741276293	908.871	1896.774	RBWO	
875	Spectrogram 1	1	437.491295424	437.704526880	948.387	2252.419	RBWO	
876	Spectrogram 1	1	438.055356890	438.139657699	2924.194	4662.903	AGOL	
877	Spectrogram 1	1	438.791749244	438.881008923	3042.742	4109.677	VEER	
878	Spectrogram 1	1	439.732069967	439.997369569	0.000	513.710	Bullfrog	
879	Spectrogram 1	1	440.888716526	441.037482658	2568.548	3991.129	REVI	
880	Spectrogram 1	1	441.077153627	441.431712908	0.000	592.742	Bullfrog	
881	Spectrogram 1	1	442.139581636	442.204046959	2362.500	4095.000	REVI	
882	Spectrogram 1	1	442.459428819	442.744563906	0.000	511.875	Bullfrog	
883	Spectrogram 1	1	443.738182664	443.988605653	39.375	590.625	Bullfrog	
884	Spectrogram 1	1	444.450395318	444.507422335	2520.000	3583.125	REVI	
885	Spectrogram 1	1	444.948761860	445.253732431	0.000	511.875	Bullfrog	
886	Spectrogram 1	1	445.765725751	445.899615270	4134.375	6260.625	COYE	
887	Spectrogram 1	1	446.269051165	446.611213268	0.000	511.875	Bullfrog	
888	Spectrogram 1	1	446.755635185	446.842415429	2401.875	2874.375	TUTI	
889	Spectrogram 1	1	447.643887762	447.921584542	0.000	511.875	Bullfrog	
890	Spectrogram 1	1	447.990373858	448.069715796	3268.125	4725.000	AGOL	
891	Spectrogram 1	1	448.737913554	448.921391784	3346.875	3780.000	EWPE	
892	Spectrogram 1	1	449.643522180	449.710466940	3583.125	5945.625	SOSP	
893	Spectrogram 1	1	452.869862519	452.921930665	6142.500	7323.750	TUTI	
894	Spectrogram 1	1	453.236818978	453.455009305	4213.125	4803.750	EWPE	
895	Spectrogram 1	1	454.353794568	454.443054248	3110.625	4606.875	REVI	
896	Spectrogram 1	1	454.792654658	454.911667563	78.750	590.625	Green Frog	
897	Spectrogram 1	1	455.402595799	455.514170398	3937.500	6181.875	COYE	
898	Spectrogram 1	1	455.423045939	455.507346748	39.375	708.750	Green Frog	
899	Spectrogram 1	1	457.359465144	457.438807082	2165.625	3031.875	REVI	
900	Spectrogram 1	1	457.925391102	457.972500377	2126.250	2835.000	BLJA	
901	Spectrogram 1	1	458.470866920	458.589879825	2795.625	4606.875	COYE	
902	Spectrogram 1	1	459.555609848	459.639910656	2835.000	3858.750	VEER	
903	Spectrogram 1	1	460.096126794	460.187865909	39.375	905.625	Green Frog	
904	Spectrogram 1	1	460.621767128	460.698629629	4646.250	5551.875	SOSP	
905	Spectrogram 1	1	463.122248087	463.179275105	275.625	945.000	Green Frog	
906	Spectrogram 1	1	464.345224462	464.409689785	3688.078	4708.185	VEER	
907	Spectrogram 1	1	465.111370041	465.242780125	3884.253	6238.345	COYE	
908	Spectrogram 1	1	465.412611341	465.484514972	39.235	823.932	Green Frog	
909	Spectrogram 1	1	465.630801668	465.754773445	4001.957	6905.338	COYE	
910	Spectrogram 1	1	467.372595013	467.466813564	156.940	823.932	Green Frog	
911	Spectrogram 1	1	466.995720812	467.045309523	2981.851	4158.897	OVEN	
912	Spectrogram 1	1	467.422183724	467.481690177	5453.648	6826.868	OVEN	
913	Spectrogram 1	1	468.854662571	468.956319428	2785.676	4590.480	COYE	
914	Spectrogram 1	1	470.074544854	470.238187599	2589.502	4080.427	VEER	
915	Spectrogram 1	1	469.600972667	469.650561378	1451.690	2275.623	Green Frog	
916	Spectrogram 1	1	471.931622122	472.008484624	2824.911	4158.897	REVI	
917	Spectrogram 1	1	472.475233160	472.529780742	2314.858	2981.851	TUTI	
918	Spectrogram 1	1	473.100050914	473.201707771	2236.388	3766.548	REVI	
919	Spectrogram 1	1	473.191790029	473.323200112	39.235	823.932	Green Frog	
920	Spectrogram 1	1	475.515001178	475.666246745	3884.253	6591.459	COYE	
921	Spectrogram 1	1	476.016461811	476.083406571	117.705	863.167	Green Frog	
922	Spectrogram 1	1	476.912152983	477.031165889	3256.495	3766.548	SOSP	
923	Spectrogram 1	1	477.157617101	477.308862669	2275.623	2942.616	GCFL	
924	Spectrogram 1	1	477.848129780	477.910115668	235.409	745.463	Green Frog	
925	Spectrogram 1	1	478.254757207	478.418399953	2314.858	3099.555	GCFL	
926	Spectrogram 1	1	479.785798532	479.847784420	2354.093	3334.964	REVI	
927	Spectrogram 1	1	479.867619905	479.934564664	117.705	627.758	Green Frog	
928	Spectrogram 1	1	480.726734200	480.853185412	3099.555	4668.950	REVI	
929	Spectrogram 1	1	481.654657745	481.741437989	4825.890	6473.754	COYE	
930	Spectrogram 1	1	481.622425083	481.756314602	3805.783	4276.601	EWPE	
931	Spectrogram 1	1	483.116274587	483.212972572	2511.032	4001.957	REVI	
932	Spectrogram 1	1	483.668875838	483.820121406	1922.509	2942.616	TUTI	
933	Spectrogram 1	1	484.254022624	484.350720610	2000.979	3884.253	REVI	
934	Spectrogram 1	1	484.563952066	484.687923843	2432.562	2903.381	SOSP	
935	Spectrogram 1	1	485.685886528	485.837132095	3688.078	6238.345	COYE	
936	Spectrogram 1	1	486.303880631	486.373304826	156.940	863.167	Green Frog	
937	Spectrogram 1	1	486.485494081	486.574753761	2197.153	2511.032	SOSP	
938	Spectrogram 1	1	488.167166029	488.437424502	3805.783	4315.836	EWPE	
939	Spectrogram 1	1	488.488857758	488.531008162	2275.623	3374.199	GRCA	
940	Spectrogram 1	1	488.994662607	489.049210188	1451.690	2157.918	Green Frog	
941	Spectrogram 1	1	488.764075102	488.858293652	5885.231	7258.452	SOSP	
942	Spectrogram 1	1	489.731054960	489.800479155	3334.964	5571.352	SOSP	
943	Spectrogram 1	1	492.392083997	492.506138032	2550.267	4551.246	COYE	
944	Spectrogram 1	1	493.386337646	493.500391681	2393.327	4041.192	REVI	
945	Spectrogram 1	1	493.569815876	493.641719506	117.705	706.228	Green Frog	
946	Spectrogram 1	1	494.914899535	495.081021716	3570.374	4276.601	EWPE	
947	Spectrogram 1	1	494.550422512	494.600011222	6042.171	7101.512	BCCH	
948	Spectrogram 1	1	496.074025530	496.227750533	3766.548	6552.224	COYE	
949	Spectrogram 1	1	497.236245616	497.315587553	2275.623	2589.502	TUTI	
950	Spectrogram 1	1	497.563531106	497.764365384	3923.488	4629.715	EWPE	
951	Spectrogram 1	1	497.739571029	497.826351273	117.705	784.698	Green Frog	
952	Spectrogram 1	1	497.511462960	497.561051671	6395.285	6983.808	SOSP	
953	Spectrogram 1	1	498.446210156	498.572661368	2118.683	3099.555	TUTI	
954	Spectrogram 1	1	498.991051083	499.129899473	2432.562	3256.495	REVI	
955	Spectrogram 1	1	499.898524488	499.970428118	2589.502	3766.548	REVI	
956	Spectrogram 1	1	500.191097881	500.515903936	1373.221	1922.509	Chicken	
957	Spectrogram 1	1	500.881610560	501.082444838	3884.253	4315.836	EWPE	
958	Spectrogram 1	1	501.184101695	501.340306133	5375.178	5767.527	SOSP	
959	Spectrogram 1	1	502.452322853	502.511829306	3060.320	4394.306	COYE	
960	Spectrogram 1	1	503.130438354	503.356066987	3884.253	4433.541	EWPE	
961	Spectrogram 1	1	503.569298443	503.648640380	2824.911	3923.488	SCTA	
962	Spectrogram 1	1	503.822200868	504.104856518	39.235	431.584	Bullfrog	
963	Spectrogram 1	1	504.823257932	504.934832531	2314.858	4080.427	REVI	
964	Spectrogram 1	1	505.378651492	505.703457547	39.235	470.819	Bullfrog	
965	Spectrogram 1	1	506.261330542	506.395220061	3923.488	6630.694	COYE	
966	Spectrogram 1	1	506.830965824	507.133456959	39.235	510.053	Bullfrog	
967	Spectrogram 1	1	507.445865836	507.527687209	4668.950	5767.527	SOSP	
968	Spectrogram 1	1	508.169861012	508.492187631	0.000	431.584	Bullfrog	
969	Spectrogram 1	1	508.557267611	508.696116001	3884.253	4119.662	EWPE	
970	Spectrogram 1	1	509.659366588	509.875077480	39.235	470.819	Bullfrog	
971	Spectrogram 1	1	511.111065976	511.306941383	3845.018	4355.071	EWPE	
972	Spectrogram 1	1	510.498645399	510.520960319	5610.587	7023.043	NOCA	
973	Spectrogram 1	1	510.418688518	510.547619165	1373.221	2707.206	GRCA	
974	Spectrogram 1	1	511.523266930	511.637320965	1255.516	3217.260	GRCA	
975	Spectrogram 1	1	513.022690537	513.171456669	1333.986	2511.032	GRCA	
976	Spectrogram 1	1	514.011985315	514.088847817	117.705	863.167	Green Frog	
977	Spectrogram 1	1	513.499356816	513.586137060	2471.797	3452.669	SCTA	
978	Spectrogram 1	1	513.809286258	513.972929003	2275.623	3452.669	SCTA	
979	Spectrogram 1	1	515.434546132	515.543641296	3609.609	3884.253	EWPE	
980	Spectrogram 1	1	515.952748159	516.094075984	4041.192	6552.224	COYE	
981	Spectrogram 1	1	517.325720265	517.486883575	2354.093	3060.320	GRCA	
982	Spectrogram 1	1	517.868716647	518.017482779	2314.858	3805.783	GRCA	
983	Spectrogram 1	1	517.982770682	518.143933992	823.932	1765.569	RBWO	
984	Spectrogram 1	1	517.796813017	518.223275929	4551.246	5375.178	BHCO	
985	Spectrogram 1	1	518.548081984	518.679492067	3923.488	6277.580	BHCO	
986	Spectrogram 1	1	518.980733367	519.181567645	823.932	1844.039	RBWO	
987	Spectrogram 1	1	519.374963617	519.476620473	2118.683	2628.737	TUTI	
989	Spectrogram 1	1	518.760063604	518.844364412	2314.858	3609.609	REVI	
990	Spectrogram 1	1	519.677454751	519.801426528	2805.645	4662.903	COYE	
991	Spectrogram 1	1	519.934066209	520.003490404	4702.419	5848.387	SOSP	
992	Spectrogram 1	1	522.552329997	522.631671934	276.613	711.290	Green Frog	
993	Spectrogram 1	1	523.484597757	523.616007840	2054.839	2687.097	TUTI	
994	Spectrogram 1	1	522.884574358	522.991190086	2766.129	3754.032	REVI	
995	Spectrogram 1	1	524.379039094	524.463339902	3437.903	4465.323	REVI	
996	Spectrogram 1	1	524.738557246	524.815419748	2370.968	3556.452	REVI	
997	Spectrogram 1	1	525.462552422	525.596441941	4030.645	6164.516	COYE	
998	Spectrogram 1	1	525.492305649	525.564209279	2410.484	2884.677	TUTI	
999	Spectrogram 1	1	526.155544536	526.254721958	158.065	829.839	Green Frog	
1000	Spectrogram 1	1	526.791509633	526.917960845	2015.323	3082.258	REVI	
1001	Spectrogram 1	1	527.845269735	527.954364899	5255.645	7508.065	BHCO	
1002	Spectrogram 1	1	529.477967628	529.527556339	3003.226	4070.161	OVEN	
1003	Spectrogram 1	1	528.741575275	528.895300278	2173.387	3872.581	REVI	
1004	Spectrogram 1	1	530.739365424	530.831104539	3398.387	5808.871	SOSP	
1005	Spectrogram 1	1	530.652585180	530.704653326	276.613	948.387	Green Frog	
1006	Spectrogram 1	1	532.300159975	532.404296267	197.581	671.774	Green Frog	
1007	Spectrogram 1	1	534.062403748	534.154142863	2133.871	3912.097	REVI	
1008	Spectrogram 1	1	534.712015858	534.823590457	2054.839	2687.097	TUTI	
1009	Spectrogram 1	1	535.935606888	536.114126247	2252.419	3951.613	REVI	
1010	Spectrogram 1	1	536.535632428	536.575303397	1857.258	2291.935	REVI	
1011	Spectrogram 1	1	537.291860266	537.410873171	3991.129	6204.032	COYE	
1012	Spectrogram 1	1	539.005130091	539.099348641	2529.032	3437.903	REVI	
1013	Spectrogram 1	1	540.241118011	540.322939383	118.548	711.290	Green Frog	
1014	Spectrogram 1	1	540.556006324	540.660142616	2054.839	3003.226	TUTI	
1015	Spectrogram 1	1	540.794032135	540.937839396	2450.000	3833.065	REVI	
1016	Spectrogram 1	1	540.942798267	541.007263591	1225.000	2212.903	Green Frog	
1017	Spectrogram 1	1	541.891787185	542.020717833	2252.419	4149.194	REVI	
1018	Spectrogram 1	1	542.338085581	542.556275908	3872.581	4346.774	EWPE	
1019	Spectrogram 1	1	543.233161809	543.426557781	1106.452	2291.935	RBWO	
1020	Spectrogram 1	1	541.894266621	541.963690816	6520.161	7587.097	BCCH	
1021	Spectrogram 1	1	542.361014869	542.465151161	6520.161	7547.581	BCCH	
1022	Spectrogram 1	1	543.427787351	543.517047030	6006.452	7270.968	BCCH	
1023	Spectrogram 1	1	543.603827273	543.693086953	3358.871	5216.129	REVI	
1024	Spectrogram 1	1	544.057563976	544.139385349	4702.419	5848.387	SOSP	
1025	Spectrogram 1	1	546.574785752	546.644209947	118.548	908.871	Green Frog	
